Indv,Stem,X,Y,X1,Y1,Species,Start,End
204612,204612,100,20,101.2,23.2,Eurya japonica var. japonica,1996,NA
204784,204784,100,20,104.2,21.9,Ilex pedunculosa,1993,NA
204785,204785,100,20,103.8,21.9,Gamblea innovans,1993,1993
204788,204788,100,20,103,22.3,Gamblea innovans,1993,1993
204788,204789,100,20,103,22.3,Gamblea innovans,1993,1993
204788,204790,100,20,103,22.3,Gamblea innovans,1993,1993
204788,204791,100,20,103,22.3,Gamblea innovans,1993,1993
204792,204792,100,20,101.9,22.9,Symplocos prunifolia,1993,NA
204793,204793,100,20,100.9,23.1,Eurya japonica var. japonica,1993,2005
204794,204794,100,20,101.1,20.8,Gamblea innovans,1993,1993
204795,204795,100,20,100.4,21.5,Padus grayana,1993,2005
204796,204796,100,20,100.5,23.9,Eurya japonica var. japonica,1993,NA
204797,204797,100,20,101.3,24.9,Symplocos prunifolia,1993,NA
204798,204798,100,20,103.5,23.3,Lyonia ovalifolia var. elliptica,1993,2002
204799,204799,100,20,104.6,23.4,Ilex macropoda,1993,2002
204800,204800,100,20,104.2,23.6,Symplocos prunifolia,1993,NA
205801,205801,100,25,103.3,29.2,Gamblea innovans,1993,1993
205802,205802,100,25,103.7,28.1,Gamblea innovans,1993,1999
205803,205803,100,25,102.1,28.2,Vaccinium bracteatum,1993,NA
205804,205804,100,25,101.7,27.5,Lyonia ovalifolia var. elliptica,1993,2005
205805,205805,100,25,100.2,28.1,Eurya japonica var. japonica,1993,NA
205926,205926,100,25,100.7,25.7,Toxicodendron trichocarpum,1993,1993
RG806,RG806,100,30,102.6,30.8,Quercus glauca,2014,NA
RG809,RG809,100,30,101.9,32.5,Eurya japonica var. japonica,2014,NA
RG809,RG810,100,30,101.8,32.5,Eurya japonica var. japonica,2014,NA
RG814,RG814,100,30,103.2,34.1,Eurya japonica var. japonica,2014,NA
rG815,RG815,100,30,100,34.9,Carpinus laxiflora,2014,NA
206324,206184,100,30,104.4,30.8,Quercus glauca,1999,NA
206324,206324,100,30,104.4,30.8,Quercus glauca,1996,NA
206350,206349,100,30,104,30.3,Ilex pedunculosa,1993,2005
206350,206350,100,30,104,30.3,Ilex pedunculosa,1993,2005
206816,206351,100,30,104.6,34.2,Quercus glauca,2005,NA
206350,206807,100,30,104,30.3,Ilex pedunculosa,1993,NA
206350,206808,100,30,104,30.3,Ilex pedunculosa,1993,1993
206350,206809,100,30,104,30.3,Ilex pedunculosa,1993,NA
206811,206810,100,30,100.4,30.2,Lyonia ovalifolia var. elliptica,1993,NA
206811,206811,100,30,100.5,30.3,Lyonia ovalifolia var. elliptica,1993,NA
206812,206812,100,30,102.7,31.8,Symplocos prunifolia,1993,1993
206813,206813,100,30,103.1,32.5,Gamblea innovans,1993,2002
206814,206814,100,30,103.2,33.8,Lyonia ovalifolia var. elliptica,1993,NA
206815,206815,100,30,104,34.3,Gamblea innovans,1993,1999
206816,206816,100,30,104.7,34.2,Quercus glauca,1993,NA
206817,206817,100,30,104.8,30.8,Quercus glauca,1993,NA
207822,RG821,100,35,101.7,36.9,Quercus glauca,2014,NA
RG822,RG822,100,35,101.1,35.3,Symplocos prunifolia,2014,NA
207322,207322,100,35,103.1,37.2,Symplocos prunifolia,2002,NA
207323,207323,100,35,102.5,37.4,Quercus glauca,2002,2005
207818,207818,100,35,104.6,35.9,Gamblea innovans,1993,2005
207819,207819,100,35,103.1,37.4,Quercus glauca,1993,NA
207819,207820,100,35,103,37.4,Quercus glauca,1993,NA
207819,207821,100,35,103.1,37.5,Quercus glauca,1993,NA
207822,207822,100,35,101.7,36.9,Quercus glauca,1993,NA
207823,207823,100,35,101.6,38.4,Gamblea innovans,1993,2005
207824,207824,100,35,103.6,40,Wisteria floribunda,1993,2005
207825,207825,100,35,103,39.8,Lyonia ovalifolia var. elliptica,1993,2005
207825,207928,100,35,103,39.8,Lyonia ovalifolia var. elliptica,1993,1993
208185,RG825,100,40,102.6,41.8,Castanopsis cuspidata,2014,NA
208185,208185,100,40,102.6,41.8,Castanopsis cuspidata,1999,NA
208321,208321,100,40,100.1,41.7,Cleyera japonica,2002,NA
208321,208352,100,40,100.2,41.7,Cleyera japonica,2005,NA
208353,208353,100,40,101.8,42.6,Quercus glauca,2005,2005
208828,208826,100,40,103.8,40.7,Quercus glauca,1993,NA
208828,208827,100,40,103.8,40.7,Quercus glauca,1993,NA
208828,208828,100,40,103.8,40.8,Quercus glauca,1993,2005
208829,208829,100,40,100.5,40.6,Gamblea innovans,1993,2005
RG834,RG834,100,45,102.4,45.3,Eurya japonica var. japonica,2014,NA
RG841,RG841,100,45,104.2,48.7,Eurya japonica var. japonica,2014,NA
209929,209929,100,45,101,45.3,Quercus glauca,1993,NA
209930,209930,100,45,102.7,49.8,Eurya japonica var. japonica,1993,1996
209954,209949,100,45,104.1,45.3,Quercus glauca,1993,NA
209954,209950,100,45,104.1,45.3,Quercus glauca,1993,NA
209954,209951,100,45,104.3,45.2,Quercus glauca,1993,1999
209954,209952,100,45,104.3,45.2,Quercus glauca,1993,NA
209954,209953,100,45,104.2,45.3,Quercus glauca,1993,2005
209954,209954,100,45,104.2,45.3,Quercus glauca,1993,NA
209954,209955,100,45,104.2,45.3,Quercus glauca,1993,NA
209929,209956,100,45,101,45.3,Quercus glauca,1993,2002
209958,209957,100,45,101.1,46.5,Quercus glauca,1993,NA
209958,209958,100,45,101.1,46.7,Quercus glauca,1993,NA
209958,209959,100,45,101.1,46.7,Quercus glauca,1993,NA
209960,209960,100,45,102.1,48.9,Quercus glauca,1993,NA
209961,209961,100,45,104.6,48.2,Eurya japonica var. japonica,1993,2005
209962,209962,100,45,104.7,49.5,Quercus glauca,1993,1993
210354,210354,105,0,109.1,4,Castanopsis cuspidata,2005,2005
210830,210830,105,0,109.1,0.5,Gamblea innovans,1993,1999
210831,210831,105,0,108.4,0.8,Rhododendron reticulatum,1993,2005
210833,210833,105,0,109.4,2.6,Symplocos prunifolia,1993,NA
211355,211355,105,5,108.5,8.1,Eurya japonica var. japonica,2005,2005
211834,211834,105,5,105.1,6.7,Symplocos prunifolia,1993,NA
211835,211835,105,5,106.5,5.4,Pinus densiflora,1993,2005
211836,211836,105,5,106.8,6.3,Symplocos prunifolia,1993,2005
211837,211837,105,5,106.7,6.5,Ilex pedunculosa,1993,2005
211838,211838,105,5,106.8,7.7,Vaccinium bracteatum,1993,2005
211839,211839,105,5,109.6,6.3,Symplocos prunifolia,1993,2005
211839,211840,105,5,109.6,6.3,Symplocos prunifolia,1993,1999
211841,211841,105,5,106.5,9.4,Vaccinium bracteatum,1993,NA
RG850,RG850,105,10,107.2,14.9,Eurya japonica var. japonica,2014,NA
212842,212842,105,10,106.1,11,Symplocos prunifolia,1993,NA
212843,212843,105,10,108.5,10.5,Gamblea innovans,1993,1999
212845,212845,105,10,109.7,11.5,Symplocos prunifolia,1993,2005
212846,212846,105,10,107.5,11.9,Symplocos prunifolia,1993,2005
212847,212847,105,10,109.6,12.4,Symplocos prunifolia,1993,NA
212848,212848,105,10,109.3,12.7,Gamblea innovans,1993,1999
212849,212849,105,10,109.1,13.1,Symplocos prunifolia,1993,NA
212850,212850,105,10,109.2,13.5,Gamblea innovans,1993,1999
212851,212851,105,10,108.8,14.2,Gamblea innovans,1993,1999
212852,212852,105,10,107.2,13.5,Symplocos prunifolia,1993,2005
212853,212853,105,10,106.8,13.7,Gamblea innovans,1993,1999
RG857,RG857,105,15,106.3,18.2,Cleyera japonica,2014,NA
RG858,RG858,105,15,106,18.2,Cleyera japonica,2014,NA
213356,213356,105,15,105.5,18.6,Cleyera japonica,2005,NA
213855,213855,105,15,106.6,15.3,Gamblea innovans,1993,1999
213857,213857,105,15,107.6,15.8,Symplocos prunifolia,1993,2005
213858,213858,105,15,108.4,15.3,Quercus serrata,1993,2005
213860,213859,105,15,108.4,15.6,Symplocos prunifolia,1993,2005
213860,213860,105,15,108.5,15.6,Symplocos prunifolia,1993,1999
213861,213861,105,15,109.1,15.8,Gamblea innovans,1993,2002
213862,213862,105,15,108.4,16,Symplocos prunifolia,1993,NA
213863,213863,105,15,105.3,16.3,Symplocos prunifolia,1993,2005
213864,213864,105,15,108.9,17.2,Symplocos prunifolia,1993,NA
213865,213865,105,15,108.9,17.4,Gamblea innovans,1993,2005
213866,213866,105,15,109.6,18.6,Ilex pedunculosa,1993,2005
213866,213867,105,15,109.6,18.6,Ilex pedunculosa,1993,2005
213866,213868,105,15,109.4,18.6,Ilex pedunculosa,1993,2005
213866,213869,105,15,109.4,18.6,Ilex pedunculosa,1993,2005
213870,213870,105,15,109.1,18.1,Symplocos prunifolia,1993,2005
213871,213871,105,15,107.7,18,Symplocos prunifolia,1993,NA
213872,213872,105,15,106.9,18.6,Symplocos prunifolia,1993,NA
213873,213873,105,15,107.4,19.7,Symplocos prunifolia,1993,2005
213874,213874,105,15,106.6,19.7,Ilex pedunculosa,1993,1999
213875,213875,105,15,106.2,19.3,Gamblea innovans,1993,2005
213876,213876,105,15,106.1,18.3,Symplocos prunifolia,1993,NA
213877,213877,105,15,105.2,18.6,Symplocos prunifolia,1993,NA
214325,214325,105,20,105.2,24.2,Symplocos prunifolia,2002,NA
214878,214878,105,20,106.4,20.2,Gamblea innovans,1993,1999
214878,214879,105,20,106.4,20.2,Gamblea innovans,1993,1999
214878,214880,105,20,106.4,20.2,Gamblea innovans,1993,1999
214881,214881,105,20,108.2,20.4,Chengiopanax sciadophylloides,1993,2005
214883,214883,105,20,106.4,22.3,Vaccinium bracteatum,1993,1999
214892,214884,105,20,107,22.1,Lyonia ovalifolia var. elliptica,1993,1993
214886,214885,105,20,107.1,22,Gamblea innovans,1993,1999
214886,214886,105,20,107.1,22,Gamblea innovans,1993,1999
214887,214887,105,20,109,22.6,Symplocos prunifolia,1993,NA
214888,214888,105,20,109.6,22.2,Symplocos prunifolia,1993,NA
214889,214889,105,20,109.4,24.3,Gamblea innovans,1993,1999
214890,214890,105,20,105.6,24.1,Gamblea innovans,1993,1999
214891,214891,105,20,105.3,24.2,Cleyera japonica,1993,NA
214892,214892,105,20,106.9,22.1,Lyonia ovalifolia var. elliptica,1993,1993
RG868,RG868,105,25,105.3,26.1,Cleyera japonica,2014,NA
215894,215357,105,25,108.2,26.1,Photinia glabra,2005,NA
215358,215358,105,25,106.9,26.4,Quercus glauca,2005,NA
215359,215359,105,25,105.4,26.3,Cleyera japonica,2005,NA
215360,215360,105,25,106.8,29.9,Quercus glauca,2005,NA
215361,215361,105,25,106.8,29.5,Eurya japonica var. japonica,2005,NA
215893,215893,105,25,106.1,25.5,Symplocos prunifolia,1993,NA
215894,215894,105,25,108.2,26,Photinia glabra,1993,NA
215894,215895,105,25,108.2,26,Photinia glabra,1993,NA
215896,215896,105,25,109.3,25.9,Symplocos prunifolia,1993,NA
215898,215897,105,25,109.4,26.8,Gamblea innovans,1993,2002
215898,215898,105,25,109.4,26.8,Gamblea innovans,1993,2005
215900,215899,105,25,109,26.8,Gamblea innovans,1993,2005
215900,215900,105,25,109,26.8,Gamblea innovans,1993,2005
215901,215901,105,25,107.4,27,Gamblea innovans,1993,NA
215902,215902,105,25,107.1,26.4,Gamblea innovans,1993,NA
215903,215903,105,25,105.4,27.2,Cleyera japonica,1993,1999
215904,215904,105,25,107.3,27.8,Gamblea innovans,1993,1999
215905,215905,105,25,107.7,28.6,Symplocos prunifolia,1993,NA
215906,215906,105,25,109.1,28.6,Symplocos prunifolia,1993,NA
215907,215907,105,25,108.8,29.8,Symplocos prunifolia,1993,NA
215908,215908,105,25,106.8,29.6,Eurya japonica var. japonica,1993,NA
215909,215909,105,25,106.7,29.6,Gamblea innovans,1993,2005
215910,215910,105,25,106.8,28.7,Vaccinium bracteatum,1993,2002
215931,215931,105,25,106.7,28.7,Cleyera japonica,1993,1993
216326,RG884,105,30,109.9,32.5,Cleyera japonica,2014,NA
216326,RG885,105,30,109.9,32.5,Cleyera japonica,2014,NA
RG889,RG889,105,30,106.3,34.6,Quercus glauca,2014,NA
216326,216326,105,30,109.9,32.5,Cleyera japonica,2002,NA
216327,216327,105,30,108.5,34.5,Eurya japonica var. japonica,2002,NA
216328,216328,105,30,109,34.2,Wisteria floribunda,2002,2005
216362,216362,105,30,108.8,30.5,Eurya japonica var. japonica,2005,NA
216363,216363,105,30,107,34.4,Quercus glauca,2005,2005
216364,216364,105,30,106.2,32.2,Eurya japonica var. japonica,2005,2005
216914,216914,105,30,109.1,33.5,Symplocos prunifolia,1993,2005
216915,216915,105,30,105.3,34.3,Wisteria floribunda,1993,1999
216916,216916,105,30,107.4,32.2,Eurya japonica var. japonica,1993,NA
216932,216932,105,30,108.5,34.5,Quercus glauca,1993,NA
RG890,RG890,105,35,109.9,35.2,Quercus glauca,2014,NA
RG893,RG893,105,35,105.9,36.6,Quercus glauca,2014,NA
RG895,RG895,105,35,109.4,36,Wisteria floribunda,2014,NA
217329,217329,105,35,106,39.7,Cleyera japonica,2002,NA
217365,217365,105,35,107.6,35.3,Quercus glauca,2005,NA
217366,217366,105,35,108.8,38.4,Wisteria floribunda,2005,2005
217917,217917,105,35,108,35.3,Symplocos prunifolia,1993,NA
217919,217918,105,35,109.6,36.1,Symplocos prunifolia,1993,NA
217919,217919,105,35,109.6,36.1,Symplocos prunifolia,1993,2002
217920,217920,105,35,108.3,36.9,Symplocos prunifolia,1993,1999
217921,217921,105,35,109.6,38,Quercus glauca,1993,NA
218932,RG903,105,40,106.7,41.9,Quercus glauca,2014,NA
218932,RG904,105,40,106.7,41.9,Quercus glauca,2014,NA
218932,RG905,105,40,106.7,41.9,Quercus glauca,2014,NA
218933,RG912,105,40,105.8,42.6,Ilex macropoda,2014,NA
218929,RG899,105,40,108.9,40.6,Wisteria floribunda,2014,NA
218932,218330,105,40,106.7,41.9,Quercus glauca,2002,NA
218933,218331,105,40,105.7,42.7,Ilex macropoda,2002,2005
218933,218332,105,40,105.7,42.7,Ilex macropoda,2002,NA
218333,218333,105,40,108,42.6,Wisteria floribunda,2002,2005
218856,218856,105,40,108,41.6,Eurya japonica var. japonica,1993,2005
218922,218922,105,40,106.9,40.1,Gamblea innovans,1993,1993
218923,218923,105,40,106.6,40.6,Wisteria floribunda,1993,1999
218923,218924,105,40,106.5,40.7,Wisteria floribunda,1993,1999
218926,218925,105,40,108,40.5,Wisteria floribunda,1993,1999
218926,218926,105,40,108,40.6,Wisteria floribunda,1993,1999
218927,218927,105,40,108.2,40.6,Wisteria floribunda,1993,1993
218928,218928,105,40,109.5,40.7,Quercus glauca,1993,NA
218929,218929,105,40,108.9,40.6,Wisteria floribunda,1993,2005
218930,218930,105,40,108.9,41.7,Quercus glauca,1993,NA
218933,218931,105,40,105.8,42.8,Ilex macropoda,1993,NA
218932,218932,105,40,106.7,41.9,Quercus glauca,1993,NA
218933,218933,105,40,105.7,42.7,Ilex macropoda,1993,2005
218933,218934,105,40,105.6,42.7,Ilex macropoda,1993,2002
218933,218935,105,40,105.6,42.7,Ilex macropoda,1993,NA
218933,218936,105,40,105.5,42.7,Ilex macropoda,1993,2005
218933,218937,105,40,105.4,42.8,Ilex macropoda,1993,1999
218933,218938,105,40,105.8,42.8,Ilex macropoda,1993,1999
218933,218939,105,40,105.8,42.8,Ilex macropoda,1993,NA
218933,218940,105,40,105.8,42.8,Ilex macropoda,1993,NA
218933,218941,105,40,105.4,42.8,Ilex macropoda,1993,NA
218942,218942,105,40,106.1,44.3,Quercus serrata,1993,2005
218933,218943,105,40,105.6,44.3,Ilex macropoda,1993,1999
219944,219944,105,45,108.1,46.1,Gamblea innovans,1993,NA
219945,219945,105,45,109.2,46.3,Symplocos prunifolia,1993,1999
219946,219946,105,45,108.6,47.7,Quercus glauca,1993,1999
219947,219947,105,45,107,49.7,Quercus glauca,1993,1999
220484,RG917,110,0,113.6,0.9,Ilex pedunculosa,2014,NA
220484,RG918,110,0,113.8,1,Ilex pedunculosa,2014,NA
220484,RG919,110,0,113.9,1,Ilex pedunculosa,2014,NA
220483,220483,110,0,111.3,1.3,Styrax japonica,1993,NA
220484,220484,110,0,113.7,1,Ilex pedunculosa,1993,NA
220485,220485,110,0,114.1,0.4,Symplocos prunifolia,1993,2005
220486,220486,110,0,114.6,0.6,Toxicodendron trichocarpum,1993,2002
220487,220487,110,0,113.9,1.7,Albizia julibrissin,1993,2005
220488,220488,110,0,114.3,1.9,Ilex pedunculosa,1993,2005
220489,220489,110,0,113.8,4.6,Styrax japonica,1993,2005
220490,220490,110,0,113.6,0.8,Styrax japonica,1993,1993
220491,220491,110,0,110.4,2.8,Gamblea innovans,1993,2005
221492,RG921,110,5,110.3,7,Ilex pedunculosa,2014,NA
RG922,RG922,110,5,113.1,6,Ilex pedunculosa,2014,NA
221492,221492,110,5,110.2,7.1,Ilex pedunculosa,1993,NA
221493,221493,110,5,112.4,6.2,Ilex pedunculosa,1993,2005
221494,221494,110,5,112.6,6.5,Albizia julibrissin,1993,2005
221495,221495,110,5,112,7.7,Symplocos prunifolia,1993,2005
221495,221496,110,5,112,7.7,Symplocos prunifolia,1993,1999
221498,221498,110,5,111.8,9.5,Fraxinus sieboldiana,1993,NA
221499,221499,110,5,111.6,10,Carpinus laxiflora,1993,NA
RG930,RG930,110,10,111.3,12.7,Cleyera japonica,2014,NA
RG931,RG931,110,10,111.1,12.9,Cleyera japonica,2014,NA
RG932,RG932,110,10,112.7,13.2,Cleyera japonica,2014,NA
RG933,RG933,110,10,114.8,13.6,Cleyera japonica,2014,NA
222375,222375,110,10,114.6,10.4,Chamaecyparis obtusa,1993,NA
222376,222376,110,10,114.8,11.6,Chamaecyparis obtusa,1993,1993
222377,222377,110,10,110.8,10.2,Symplocos prunifolia,1993,2005
222378,222378,110,10,112.1,11.6,Ilex pedunculosa,1993,NA
222379,222379,110,10,110.1,12.9,Ilex pedunculosa,1993,NA
222380,222380,110,10,110.2,13.5,Ilex pedunculosa,1993,NA
222381,222381,110,10,110.1,13.7,Symplocos prunifolia,1993,NA
222382,222382,110,10,114.3,10.5,Symplocos prunifolia,1993,1993
222382,222383,110,10,114.3,10.5,Symplocos prunifolia,1993,1999
RG934,RG934,110,15,114.7,15.3,Eurya japonica var. japonica,2014,NA
RG935,RG935,110,15,111.6,16.9,Cleyera japonica,2014,NA
223384,223384,110,15,110.3,16.6,Pinus densiflora,1993,2005
223385,223385,110,15,110.4,17.1,Symplocos prunifolia,1993,NA
223386,223386,110,15,110,18.3,Chengiopanax sciadophylloides,1993,2005
223387,223387,110,15,114.4,18.5,Symplocos prunifolia,1993,1993
223388,223388,110,15,115,19.1,Symplocos prunifolia,1993,1993
224389,224389,110,20,112.7,20.8,Acer crataegifolium,1993,1993
224390,224390,110,20,112.3,22.2,Chamaecyparis obtusa,1993,NA
224392,224392,110,20,113.8,21.5,Symplocos prunifolia,1993,1993
224393,224393,110,20,113.6,22.5,Chamaecyparis obtusa,1993,1999
224394,224394,110,20,114.8,23.5,Chamaecyparis obtusa,1993,NA
224395,224395,110,20,114.9,24.8,Chamaecyparis obtusa,1993,1993
224396,224396,110,20,113,24.8,Chamaecyparis obtusa,1993,NA
224397,224397,110,20,112.8,23.5,Chamaecyparis obtusa,1993,1993
224398,224398,110,20,110.6,23.5,Symplocos prunifolia,1993,NA
224401,224401,110,20,113.5,20.8,Chamaecyparis obtusa,1993,1993
225406,RG946,110,25,113,29.5,Ilex pedunculosa,2014,NA
224400,225399,110,25,110.8,25,Gamblea innovans,1993,NA
224400,225400,110,25,110.9,25,Gamblea innovans,1993,NA
225402,225402,110,25,114.1,26.6,Chamaecyparis obtusa,1993,1993
225403,225403,110,25,114.2,27.5,Symplocos prunifolia,1993,1993
225404,225404,110,25,114.5,27.6,Chamaecyparis obtusa,1993,NA
225406,225405,110,25,113,29.6,Ilex pedunculosa,1993,2005
225406,225406,110,25,112.8,29.6,Ilex pedunculosa,1993,NA
RG947,RG947,110,30,112.6,30,Cleyera japonica,2014,NA
RG948,RG948,110,30,114.3,30.9,Cleyera japonica,2014,NA
RG948,RG949,110,30,114.3,30.9,Cleyera japonica,2014,NA
226407,226407,110,30,112.9,30.9,Symplocos prunifolia,1993,2002
226408,226408,110,30,114.5,30.3,Chamaecyparis obtusa,1993,1993
226409,226409,110,30,114.5,34.8,Quercus glauca,1993,NA
226410,226410,110,30,114.1,34.7,Cryptomeria japonica,1993,1999
226411,226411,110,30,110.9,32.5,Cleyera japonica,1993,NA
226412,226412,110,30,111.7,34.9,Cleyera japonica,1993,NA
226413,226413,110,30,110.8,34.8,Eurya japonica var. japonica,1996,NA
226414,226414,110,30,110.1,34.7,Symplocos prunifolia,1993,2002
WG703,WG703,110,35,111.7,36.2,Wisteria floribunda,2014,NA
227415,227334,110,35,114,38,Camellia japonica,2002,NA
227415,227415,110,35,114,38,Camellia japonica,1993,NA
227416,227416,110,35,113,37.8,Quercus glauca,1993,NA
227417,227417,110,35,112.5,36.7,Cryptomeria japonica,1993,1999
227418,227418,110,35,111.4,35.8,Quercus glauca,1993,NA
227419,227419,110,35,110.3,35.2,Wisteria floribunda,1993,NA
227419,227420,110,35,110.3,35.3,Wisteria floribunda,1993,NA
227421,227421,110,35,111,38.8,Eurya japonica var. japonica,1993,NA
227422,227422,110,35,113.1,38.8,Cryptomeria japonica,1993,1999
227423,227423,110,35,114.2,39.5,Styrax japonica,1993,NA
227424,227424,110,35,114.2,40,Wisteria floribunda,1993,1999
227427,227427,110,35,114.4,39.5,Cryptomeria japonica,1993,1999
227698,227698,110,35,111.7,36.3,Cleyera japonica,2005,NA
228434,RG969,110,40,110.5,42.8,Quercus glauca,2014,NA
228434,RG970,110,40,110.4,42.9,Quercus glauca,2014,NA
RG971,RG971,110,40,114.5,44.6,Cinnamomum camphora,2014,NA
RG971,RG972,110,40,114.5,44.6,Cinnamomum camphora,2014,NA
228425,228425,110,40,114.6,40.4,Carpinus laxiflora,1993,1999
228426,228426,110,40,114.6,40,Wisteria floribunda,1993,1999
228430,228430,110,40,111.3,40.2,Symplocos prunifolia,1993,2005
228431,228431,110,40,110.6,41.5,Wisteria floribunda,1993,1999
228434,228432,110,40,110.5,42.8,Quercus glauca,1993,NA
228434,228433,110,40,110.3,42.8,Quercus glauca,1993,NA
228434,228434,110,40,110.4,43,Quercus glauca,1993,NA
228435,228435,110,40,110.3,42.5,Wisteria floribunda,1993,NA
228434,228436,110,40,110.5,43,Quercus glauca,1993,NA
228699,228699,110,40,110.4,42.9,Quercus glauca,2005,NA
229437,229437,110,45,113.6,47.3,Carpinus tschonoskii,1993,1999
229438,229438,110,45,112.2,48.2,Gamblea innovans,1993,1999
229438,229439,110,45,112.1,48.2,Gamblea innovans,1993,1999
229440,229440,110,45,111.5,47.2,Fraxinus sieboldiana,1993,NA
229441,229441,110,45,110.4,47.9,Symplocos prunifolia,1993,1999
229442,229442,110,45,110.8,49.5,Carpinus tschonoskii,1993,NA
229614,229614,110,45,110,45,Camellia japonica,1996,1999
230443,230443,115,0,116,2.7,Symplocos prunifolia,1993,2005
230444,230444,115,0,116.7,2.8,Ilex pedunculosa,1993,2005
231445,231445,115,5,119.8,6.2,Ilex pedunculosa,1993,NA
231446,231446,115,5,117.5,5.5,Quercus serrata,1993,2005
231447,231447,115,5,117.1,6.4,Fraxinus sieboldiana,1993,2005
231448,231448,115,5,115.8,6.4,Ilex pedunculosa,1993,2005
231449,231449,115,5,116.8,8.4,Ilex pedunculosa,1993,1993
231450,231450,115,5,116.6,9.4,Symplocos prunifolia,1993,1993
231451,231451,115,5,119.4,9.2,Symplocos prunifolia,1993,1993
231452,231452,115,5,119.6,7.9,Quercus serrata,1993,2005
231453,231453,115,5,119.4,7.7,Symplocos prunifolia,1993,1993
231454,231454,115,5,119.1,8.7,Ilex pedunculosa,1993,1993
232455,232455,115,10,119.6,11.3,Chamaecyparis obtusa,1993,1993
232456,232456,115,10,119.5,13.4,Chamaecyparis obtusa,1993,NA
232457,232457,115,10,119.6,13.7,Symplocos prunifolia,1993,1993
232458,232458,115,10,118.4,13.1,Chamaecyparis obtusa,1993,NA
232459,232459,115,10,118.2,14.5,Chamaecyparis obtusa,1993,NA
232460,232460,115,10,116.3,14.8,Chamaecyparis obtusa,1993,1993
232461,232461,115,10,115.6,13.3,Chamaecyparis obtusa,1993,NA
232462,232462,115,10,116.4,11.2,Chamaecyparis obtusa,1993,2002
RG983,RG983,115,15,118.4,18.6,Cleyera japonica,2014,NA
RG983,RG984,115,15,118.4,18.6,Cleyera japonica,2014,NA
233463,233463,115,15,115.1,15.5,Symplocos prunifolia,1993,1993
233464,233464,115,15,115.1,16,Symplocos prunifolia,1993,1993
233465,233465,115,15,115.2,17.3,Symplocos prunifolia,1993,1993
233466,233466,115,15,116.1,16.2,Symplocos prunifolia,1993,1993
233467,233467,115,15,116.3,16,Chamaecyparis obtusa,1993,NA
233468,233468,115,15,117.2,15.1,Symplocos prunifolia,1993,1993
233469,233469,115,15,117.5,15.9,Chamaecyparis obtusa,1993,1993
233471,233471,115,15,118.3,16.2,Symplocos prunifolia,1993,1993
233472,233472,115,15,118.9,16.3,Chamaecyparis obtusa,1993,NA
233474,233474,115,15,118.1,18.5,Chamaecyparis obtusa,1993,NA
233475,233475,115,15,117.4,17.7,Symplocos prunifolia,1993,1993
233476,233476,115,15,116.7,17.8,Symplocos prunifolia,1993,1993
233477,233477,115,15,115.3,19.6,Symplocos prunifolia,1993,1993
233478,233478,115,15,116.4,19.6,Symplocos prunifolia,1993,1993
233480,233480,115,15,119.3,19.2,Chamaecyparis obtusa,1993,1993
RG987,RG987,115,20,118.7,21.2,Cleyera japonica,2014,NA
RG988,RG988,115,20,119.4,23.7,Symplocos prunifolia,2014,NA
234481,234481,115,20,116.4,20.6,Symplocos prunifolia,1993,1993
234482,234482,115,20,117.7,20.3,Chamaecyparis obtusa,1993,NA
234483,234483,115,20,118.9,20.3,Chamaecyparis obtusa,1993,1993
234484,234484,115,20,119,21.3,Symplocos prunifolia,1993,1993
234485,234485,115,20,117.7,21.6,Chamaecyparis obtusa,1993,1993
234486,234486,115,20,115.1,22,Chamaecyparis obtusa,1993,NA
234487,234487,115,20,115.6,23,Chamaecyparis obtusa,1993,1993
234488,234488,115,20,117.2,23.4,Chamaecyparis obtusa,1993,1999
234489,234489,115,20,117,24.5,Chamaecyparis obtusa,1993,1993
234491,234490,115,20,118.8,22.7,Chengiopanax sciadophylloides,1993,1993
234491,234491,115,20,118.9,22.6,Chengiopanax sciadophylloides,1993,1993
RG992,RG992,115,25,118.3,28,Eurya japonica var. japonica,2014,NA
235492,235492,115,25,117,25.3,Chamaecyparis obtusa,1993,NA
235493,235493,115,25,119.3,25.1,Chamaecyparis obtusa,1993,1999
235495,235495,115,25,119.7,27.3,Chamaecyparis obtusa,1993,1993
235496,235496,115,25,117.4,26.7,Chamaecyparis obtusa,1993,1993
235497,235497,115,25,115.4,27.2,Chamaecyparis obtusa,1993,NA
235498,235498,115,25,115.5,27.6,Symplocos prunifolia,1993,1993
235499,235499,115,25,117.1,29.8,Chamaecyparis obtusa,1993,NA
235500,235500,115,25,118.3,28.7,Chamaecyparis obtusa,1993,NA
RG995,RG995,115,30,115.4,30.9,Castanopsis cuspidata,2014,NA
RG996,WG704,115,30,116.4,30.5,Castanopsis cuspidata,2014,NA
RG998,RG998,115,30,119.1,33.6,Cleyera japonica,2014,NA
236501,236501,115,30,115.2,31.2,Chamaecyparis obtusa,1993,NA
236502,236502,115,30,116.1,30.6,Chamaecyparis obtusa,1993,1993
236503,236503,115,30,117.1,31,Chamaecyparis obtusa,1993,1993
236504,236504,115,30,118.4,30.2,Chamaecyparis obtusa,1993,1993
236505,236505,115,30,119,31.3,Chamaecyparis obtusa,1993,NA
236506,236506,115,30,119.4,31.7,Cryptomeria japonica,1993,1993
